data;ativo;tipo;strike;dias_vencimento;preco_pago;prazo_score;desconto_score;liquidez_score;probabilidade_score;ativo_score;assimetria_score;media_final;decisao;tese;risco_principal
07/04/2026 00:11;PETR4;Put;28.0;210;0.66;5;3;2;5;3;5;3.83;Executar pequeno;Opção com vencimento longo, abaixo do valor teórico, com baixa liquidez. A ideia é capturar distorção de preço em um ativo com fundamento razoável e cenário favorável. A tese depende de assimetria e probabilidade estatística.;Liquidez ruim pode dificultar entrada e saída.
2026-04-07 00:20:24,PETR4,Put,2.89,120,1.3,3.0,56.67,4,4,2,2,3,3,3.0,Observar,,Liquidez ruim pode dificultar entrada e saída.
2026-04-07 00:25:16,PETR4,Put,32.0,30.0,210,28.0,10.5,0.66,1.0942,39.68,5,3,2,4,3,5,3.67,Executar pequeno,"Opção com vencimento longo, comprada abaixo do valor justo, com baixa liquidez. A ideia é capturar distorção de preço com assimetria favorável e cenário estatístico aceitável.",Liquidez ruim pode dificultar entrada e saída.
2026-04-07 00:32:36,PETR4,Put,32.0,30.0,210,28.0,10.5,0.66,1.0942,39.68,5,3,2,4,3,5,3.67,Executar pequeno,"Opção com vencimento longo, comprada abaixo do valor justo, com baixa liquidez. A ideia é capturar distorção de preço com assimetria favorável e cenário estatístico aceitável.",Liquidez ruim pode dificultar entrada e saída.
"2026-04-07 00:42:25","petro4","Put","33.0","29.0","200","29.0","10.4","0.66","0.6855","3.72","5","1","2","3","3","5","3.17","Observar","Opção com vencimento longo, comprada abaixo do valor justo, com baixa liquidez. A ideia é capturar distorção de preço com assimetria favorável e cenário estatístico aceitável.","Liquidez ruim pode dificultar a entrada e a saída da operação."
"2026-04-07 00:46:12","petro4","Put","33.0","29.0","200","29.0","10.4","0.66","0.6855","3.72","5","1","2","3","3","5","3.17","Observar","Opção com vencimento longo, comprada abaixo do valor justo, com baixa liquidez. A ideia é capturar distorção de preço com assimetria favorável e cenário estatístico aceitável.","Liquidez ruim pode dificultar a entrada e a saída da operação."
"2026-04-07 00:46:14","petro4","Put","33.0","29.0","200","29.0","10.4","0.66","0.6855","3.72","5","1","2","3","3","5","3.17","Observar","Opção com vencimento longo, comprada abaixo do valor justo, com baixa liquidez. A ideia é capturar distorção de preço com assimetria favorável e cenário estatístico aceitável.","Liquidez ruim pode dificultar a entrada e a saída da operação."
"2026-04-07 00:46:28","petro4","Put","36.0","28.0","200","29.0","10.4","0.66","0.2233","-195.57","5","1","2","3","3","5","3.17","Observar","Opção com vencimento longo, comprada abaixo do valor justo, com baixa liquidez. A ideia é capturar distorção de preço com assimetria favorável e cenário estatístico aceitável.","Liquidez ruim pode dificultar a entrada e a saída da operação."
"2026-04-07 08:01:27","PETR4","Put","400","30.0","32.0","210","28.0","10.5","0.66","2.6049","74.66","5","5","2","4","3","5","4.0","Executar pequeno","Opção com vencimento longo, comprada abaixo do valor justo, com baixa liquidez. A ideia é capturar distorção de preço com assimetria favorável e cenário estatístico aceitável.","Liquidez ruim pode dificultar a entrada e a saída da operação."
"2026-04-07 12:49:35","PETR4","Put","5000","100","32.0","28.0","200","30.0","10.5","0.66","0.6945","4.97","5","1","3","3","3","3","3.0","Observar","","Risco de a tese não se confirmar ou de uma variável importante mudar.","","0.68"
"2026-04-07 13:12:17","VALE3","Put","400","4","54.0","42.0","200","30.0","10.5","23.58","0.3828","-6059.87","5","1","3","3","3","2","2.83","Observar","","Risco de a tese não se confirmar ou de uma variável importante mudar.","Aberta","","","0.0"
"2026-04-07 13:28:54","","Call","1","100","0.0","0.0","1","30.0","10.5","0.0","0.0","0.0","1","1","2","3","3","3","2.17","Evitar","","Liquidez ruim pode dificultar a entrada e a saída da operação.","Aberta","","","0.0"
